n,trial,true,pred,err,gen
30,0,19,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
30,1,23,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
30,2,24,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
30,3,22,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
30,4,22,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
30,5,21,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
30,6,19,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
30,7,16,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
30,8,21,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
30,9,18,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
50,0,40,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
50,1,31,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
50,2,32,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
50,3,40,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
50,4,38,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
50,5,34,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
50,6,35,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
50,7,33,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
50,8,31,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
50,9,39,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
75,0,55,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
75,1,53,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
75,2,52,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
75,3,51,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
75,4,54,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
75,5,54,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
75,6,53,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
75,7,51,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
75,8,54,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
75,9,50,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
100,0,67,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
100,1,71,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
100,2,65,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
100,3,71,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
100,4,71,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
100,5,76,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
100,6,68,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
100,7,68,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
100,8,65,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
100,9,68,,,"The final answer to your maths question is: xxxx', where 'xxxx' is your answer. "
