n,trial,true,pred,err,gen
30,6,30,12.0,18.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
30,7,30,12.0,18.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
30,8,30,12.0,18.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
30,9,30,12.0,18.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
50,0,50,12.0,38.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
50,1,50,12.0,38.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
50,2,50,12.0,38.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
50,3,50,12.0,38.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
50,4,50,12.0,38.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
50,5,50,12.0,38.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
50,6,50,12.0,38.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
50,7,50,12.0,38.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
50,8,50,12.0,38.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
50,9,50,12.0,38.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
75,0,75,12.0,63.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
75,1,75,12.0,63.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
75,2,75,12.0,63.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
75,3,75,12.0,63.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
75,4,75,12.0,63.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
75,5,75,12.0,63.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
75,6,75,12.0,63.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
75,7,75,12.0,63.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
75,8,75,12.0,63.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
75,9,75,12.0,63.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
100,0,100,12.0,88.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
100,1,100,12.0,88.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
100,2,100,12.0,88.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
100,3,100,12.0,88.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
100,4,100,12.0,88.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
100,5,100,12.0,88.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
100,6,100,12.0,88.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
100,7,100,12.0,88.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
100,8,100,12.0,88.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
100,9,100,12.0,88.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
125,0,125,12.0,113.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
125,1,125,12.0,113.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
125,2,125,12.0,113.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
125,3,125,12.0,113.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
125,4,125,12.0,113.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
125,5,125,12.0,113.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
125,6,125,12.0,113.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
125,7,125,12.0,113.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
125,8,125,12.0,113.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
125,9,125,12.0,113.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
150,0,150,12.0,138.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
150,1,150,12.0,138.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
150,2,150,12.0,138.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
150,3,150,12.0,138.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
150,4,150,12.0,138.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
150,5,150,12.0,138.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
150,6,150,12.0,138.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
150,7,150,12.0,138.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
150,8,150,12.0,138.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
150,9,150,12.0,138.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
175,0,175,12.0,163.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
175,1,175,12.0,163.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
175,2,175,12.0,163.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
175,3,175,12.0,163.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
175,4,175,12.0,163.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
175,5,175,12.0,163.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
175,6,175,12.0,163.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
175,7,175,12.0,163.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
175,8,175,12.0,163.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
175,9,175,12.0,163.0,"To calculate the sum, I will add the numbers together:

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
200,0,200,12.0,188.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
200,1,200,12.0,188.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
200,2,200,12.0,188.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
200,3,200,12.0,188.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
200,4,200,12.0,188.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
200,5,200,12.0,188.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
200,6,200,12.0,188.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
200,7,200,12.0,188.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
200,8,200,12.0,188.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
200,9,200,12.0,188.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
250,0,250,12.0,238.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
250,1,250,12.0,238.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
250,2,250,12.0,238.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
250,3,250,12.0,238.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
250,4,250,12.0,238.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
250,5,250,12.0,238.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
250,6,250,12.0,238.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
250,7,250,12.0,238.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
250,8,250,12.0,238.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
250,9,250,12.0,238.0,"To calculate the sum, I will add the numbers together.

1 + 1 = 2
2 + 1 = 3
3 + 1 = 4
4 + 1 = 5
5 + "
